PhraseNo,Phrase,IsHateSpeech
1969,මේ වෙලාවේ පේස් බුක් එකේ නම් ඉස්ටේටස් එකක් දාන්න තිබ්බා යාළුවනේ ඔයාලටත් වහිනවා නම් ලැයික් කරන්න හෙන ගහනවා නම් කොමෙන්ට් කරන්න කියලා,YES
1970,අද මට කෝල් එකක් ආවා.මමත් හදිස්සියට ආන්සර් කලා Who are u ? මහේල ජයවර්දන. යකෝ මුන්ට පිස්සුද මන්දා මාව අන්දන්න යන්නේ හෙන ගහනවා නේ මේවගේ වැඩ වලට,YES
1971,අයෙ වරෙන්කො එක සැරයක් හරි මන් ගාවට අම්මපා පොඩි එකී කියලා බලන්නෙ නෑ ගහනඑක ගහනවා ඔලුව පැලෙන්නම... හිරෙ ගියත් සැපයි බන්.... @ හෙන ගහපිය,YES
1972,මගෙ හිත ගාව දග දාපු මනමාලියෙ නුබ ගිනි තියලා මල් යහන කොහෙදෝ ගියෙ.. @ හෙන ගහනවා බොල මෙ වගෙ හිපාටු වැඩ කරනවට :3,YES
1973,"දයාබර අඩොබි, තොට හෙන ගහනවා යකො, ආමරුවෙන් දාගත්ත ඩෙටා පෑලෑන් එකෙන් බාගයක් හොරෙන්ම අප්ඩෙට් කර ගත්ත එකට,",YES
1974,"@NipuNee හෑ, ඔයාට හෙන ගහනවා කියන්නෙ මොන අපරාදයක් ද? අපාරාදෙ එ හෙනෙ?",YES
1975,ආපෝ එහා ගෙදර යක්ෂ පැටව් ටික මේ වැහි නැති හෙන අස්සෙත් බොල ගහනවා නේ මුන්ට term test කියලා ජතියක් නැද්ද? අපි නම් එ දවස් වල සැහෙන්න පාඩම් කලා,YES
1976,මොනවාද බන් මෙ පකෙ වැඩ කොහෙවත් හැමනෙන වෙසියො ගැන විතරයි ද උබලට කතා කරන්න තියෙන්නේ යකො රට ගැන හිතපන් ලා එ රටෙ අසරණ මිනිස්සු ගැන හිතපල්ලා මෙ වගේ කලකන්නි පොලොවටත් බරක් මෙවා කරන උබලාත් හද්ද හරක්. රටට ජතියට අදරෙ කරන මිනිස්සු තවත් ඉන්නවා උන් කවදා හරි මෙ රට මෙ මන්ද මනසික හිවලුන්ගෙන් බෙර ගනිවි.,YES
1977,මෙකි හිතන් ඉන්නේ මේවා කරලා ලන්කාව කිම් කාර්දේෂන් වෙන්න වෙන්නැති..අරුත් එකටම හරියන කුණුහරුප රැපා නේ,YES
1978,කවුද බන් මුන් ඇයි බන් ගොබ්බයෝ ගෙනත් චූන් කරන්නේ ගොන් බඩුයී කුඩ්ඩොයී,YES
1979,Harima pilivelai. Satutui godak pirisiduva lassanata sanvidanaya karala dila tiyenava. Sama vasarakama tava tavat pinkam vala yedenna siyalu denatama saktiya Labeva. Teruvan saranai.,NO
1980,ජන්දෙ කාලෙට හොදයිනෙ දැන් ම ඉදලම මිනිස්සුන්ට අං තට්ටුව දුන්නාම,YES
1981,රැපියල් 500ක් වත් දුන්නානමි හොදයි..ලබන අවුරුද්දේ් නමි අපිටත් පුළුවන් උදවි කරන්න,NO
1982,කී දෙනෙක් කියලා පෝලිමේ ඉන්න ඇද්ද 100 ගානෙ හරි දීපු එක වටිනවා කව්රුවත් ඔහොම දීලා නැනේ අපි ඒක අගය කරන්න ඕනෙ ඔබ තුමාට පින්,NO
1983,දෙන්න බැරියැ ගහන ගැහැලි වලට අහිංසක මිනිස්සුන්ගෙ සල්ලි හොරකන් කරලා දැන්...දෙනව ඉතින්..නම හදා ගන්න..,YES
1984,"500 එපා කියමුකෝ 250 වත් දුන්නනම් හරිනේ ,ඔකනම් පුදින්න කරපු දෙයක් වැදගත් කමක් නෑ හොද වැඩක් එත් ඉතින් වටිනාකමක් නෑ",YES
1985,බුදුන් දකින්න බැරි වෙයි ලොකයාට වැරැදි ආදර්ශ ජනගත කරන කොට....,NO
1986,Okkoma dunna mudal yodawala niwasak nithi ahinsakayeakuta dunnanam hari neada Rs 100 ada monawada karanna puluwan meawanam vikara moda wada,YES
1987,Rs 500 gane wath thibunanam hodai.Mudala wagema kriyawath UTHUM.Mitath wada wadagath RAKIYA 10 labadimata uthsaha kirima.,NO
1988,me manthe salli dansal denna dufpath apema salli koitharam horakan karla adda thawa koitharam adda mu laga...,YES
1989,සද පෙරලපු මෝරු කොහෙද තඩි ගහකට පෝර මොකට අනේ මනෙ මගෙ වාරු අරං හරි ඇවිත් මාව මරපන් මට මාර සතුටුයි බං කාට හරි හරිනම් සාර සදිසි පෙති පාර දිගට මගෙ මූණ බලලා කියපන් මේක මාර රටද උඹට,YES
1990,UNP උබල අපිට රටක් ඉතුරු කරන්නෙ නෑ අපි උබලට රට කරන්න ඉඩ දෙන්නෙත් නෑ මරපන් මරල කරපන් මොකද තොපි රට ජතිය ආගම කෙලෙසන එක අනිවාර්‍යයි.,YES
1991,කිරිකට් කිරිකට් ඕව ඔක්කොම සාමාන්‍ය දේවල්නෙ සුපුරුදු විලාසයට ආව නැවතත්.... බලාපොරොත්තු තියා ගත්තට ගහපන් මට....මරපන් ශාන්ත මාව.....,YES
1992,"මහින්ද ආවා කියලා මිනිස්සුන්ට ගහපන්,මරපන් කියලා කියන එවුන්ට ත්‍රිවිධ රත්තරනේ පිහිටයි. ආරක්ෂාවයි #ගොන්බදිනකනු",YES
1993,අතුරු තහනමක් විතරයි.ආයෙත් රනිල් අගමැති වෙන්නෙ නෑ.මේක අවුල් නම් ජනාධිපතිට ජනමත විචාරණයක් පැවැත්වීමේ බලය තියෙනව,NO
1994,Nuugath sadachara kamak nethi un balayata apuwahama mewage dewal athi wenawa. Upekshawen bala idimu.,YES
1995,Ammo පපුව පිච්චිලා ගියා... හැමදාමත් ඔයවගේ සතුටින්.. ඉන්න ඕනී... බුදුසරණයි ...,NO
1996,වටෙම්ම ලියුම් ඉස්සෙල්ලත් ආවා ඒවා ඇහුවනම් අද කොටියා උබෙත් ඇට දෙක ගලවන් ගිහිල්ලා.. පොන්න ටොයි පේජ් කාරය..,YES
1997,"වැඩේනම් හොඳයි.මොකද මේ අපි පත් කරපු ජනපති නෙවෙයි.ඒත් රනිල් 2015 දි 42ක් ආසන තියාගෙන අගමැති කරද්දි,ජන්ද කල් දාද්දි.58ක් ඉන්න SLFP ekata විපක්ෂ නායකකම නොදී 16 ක් ඉන්න TNA එකට විපක්ෂ නායකකම දෙද්දි මෙතුමගෙ කොන්ද කොහෙද දන්නෙ නෑ තිබුණෙ..",YES
1998,ane.. prahathanthrawade.. rata wikunala ..ranwiruwo hire dala badu.thel ahass usata giyath kamak na prajathanrawade.. magula thami ..,YES
1999,මුට රිදිලා රනිල් එලෙව්වට.මුත් සමණළයේක්ද කොහෙද?සම්මානය පුකේ ගහගනින්.,YES
